Comment[SystematicName]	Comment[GENE_SYMBOL]	Comment[GENE_NAME]	Comment[CYTOBAND]
NM_024841	PRR5L	proline rich 5 like	hs|11p12
NM_001003443	OR56A3	olfactory receptor, family 56, subfamily A, member 3	hs|11p15.4
ENST00000438994	XLOC_008064		hs|Xq25
NM_022094	CIDEC	cell death-inducing DFFA-like effector c	hs|3p25.3
NM_033281	MRPS36	mitochondrial ribosomal protein S36	hs|5q13.2
NM_004063	CDH17	cadherin 17, LI cadherin (liver-intestine)	hs|8q22.1
NM_052891	PGLYRP3	peptidoglycan recognition protein 3	hs|1q21.3
NM_014044	UNC50	unc-50 homolog (C. elegans)	hs|2q11.2
NM_004292	RIN1	Ras and Rab interactor 1	hs|11q13.2
ENST00000427671	XLOC_l2_015842		hs|Xq28
NM_005917	MDH1	malate dehydrogenase 1, NAD (soluble)	hs|2p15
NM_002811	PSMD7	proteasome (prosome, macropain) 26S subunit, non-ATPase, 7	hs|16q23.1
BC022881	LOC644450	uncharacterized LOC644450	
H92146	XLOC_012078		hs|17p13.3
NM_004183	BEST1	bestrophin 1	hs|11q12.3
BI765130	XLOC_002360		hs|2q24.1
NR_033929	FLJ34208	uncharacterized LOC401106	hs|3q29
ENST00000398669			hs|16p11.2
NM_007160	OR2H2	olfactory receptor, family 2, subfamily H, member 2	hs|6p22.1
TCONS_l2_00001274	XLOC_l2_000942		hs|1p31.3
NR_015431	FLJ43663	uncharacterized LOC378805	hs|7q32.3
NM_032790	ORAI1	ORAI calcium release-activated calcium modulator 1	hs|12q24.31
NM_003092	SNRPB2	small nuclear ribonucleoprotein polypeptide B	hs|20p12.1
NM_182660	UTY	ubiquitously transcribed tetratricopeptide repeat gene, Y-linked	hs|Yq11.221
TCONS_00029527	XLOC_014172		hs|22q11.23
NM_014480	ZNF544	zinc finger protein 544	hs|19q13.43
NM_001014446	OCIAD2	OCIA domain containing 2	hs|4p11
NM_012154	EIF2C2	eukaryotic translation initiation factor 2C, 2	hs|8q24.3
NM_012099	CD3EAP	CD3e molecule, epsilon associated protein	hs|19q13.32
ENST00000432599	XLOC_001714		hs|2q24.1
NM_016525	UBAP1	ubiquitin associated protein 1	hs|9p13.3
ENST00000511650	XLOC_l2_011873		hs|5q35.3
ENST00000478425	STIM2	stromal interaction molecule 2	hs|4p15.2
NM_001128618	C9orf57	chromosome 9 open reading frame 57	hs|9q21.13
NM_003889	NR1I2	nuclear receptor subfamily 1, group I, member 2	hs|3q13.33
NM_133507	DCN	decorin	hs|12q21.33
ENST00000446865			hs|1q25.2
NM_001164462	MUC12	mucin 12, cell surface associated	hs|7q22.1
ENST00000455614	XLOC_002250		hs|2q12.3
NM_012428	NPTN	neuroplastin	hs|15q24.1
DQ883682			
ENST00000521132	Q81CU5		hs|8q12.1
AK057458	LOC729866	hCG1994895	hs|1q23.1
EF011065			
ENST00000413304	XLOC_001789		hs|2q32.3
NR_002821	LOC400927	TPTE and PTEN homologous inositol lipid phosphatase pseudogene	hs|22q13.1
ENST00000458492	XLOC_012115		hs|17p12
NM_021943	ZFAND3	zinc finger, AN1-type domain 3	hs|6p21.2
NM_003079	SMARCE1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1	hs|17q21.2
NM_144634	LYZL4	lysozyme-like 4	hs|3p22.1
NM_001563	IMPG1	interphotoreceptor matrix proteoglycan 1	hs|6q14.1
NM_006384	CIB1	calcium and integrin binding 1 (calmyrin)	hs|15q26.1
THC2524192	XLOC_l2_009184		hs|21q21.3
NM_006431	CCT2	chaperonin containing TCP1, subunit 2 (beta)	hs|12q15
AK125083	RAB44	RAB44, member RAS oncogene family	hs|6p21.2
A_33_P3413344			hs|4q26
NR_026828	LOC126536	uncharacterized LOC126536	hs|19p13.12
NM_014956	CEP164	centrosomal protein 164kDa	hs|11q23.3
NM_152331	ACOT4	acyl-CoA thioesterase 4	hs|14q24.3
NM_153223	CEP120	centrosomal protein 120kDa	hs|5q23.2
TCONS_l2_00003754	XLOC_l2_002100		hs|10q25.1
NM_032946	NXF5	nuclear RNA export factor 5	hs|Xq22.1
NM_022785	EFCAB6	EF-hand calcium binding domain 6	hs|22q13.2
ENST00000445310			hs|6q13
TCONS_00006322	XLOC_002938		hs|3q26.33
TCONS_00001221	XLOC_000494		hs|1q25.3
NM_001145029	ANKRD30B	ankyrin repeat domain 30B	hs|18p11.21
NM_021936	PAPPA2	pappalysin 2	hs|1q25.2
EF011063			
NM_020851	ISLR2	immunoglobulin superfamily containing leucine-rich repeat 2	hs|15q24.1
NM_004239	TRIP11	thyroid hormone receptor interactor 11	hs|14q32.12
NM_004171	SLC1A2	solute carrier family 1 (glial high affinity glutamate transporter), member 2	hs|11p13
NM_006325	RAN	RAN, member RAS oncogene family	hs|12q24.33
AY166699	BLACE	B-cell acute lymphoblastic leukemia expressed	hs|7q36.3
NM_014061	MAGEH1	melanoma antigen family H, 1	hs|Xp11.21
NR_024178	LOC284100	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, epsilon polypeptide pseudogene	hs|17q12
ERCC-00075_180			
NM_003768	PEA15	phosphoprotein enriched in astrocytes 15	hs|1q23.2
BX648740	MIPEPP3	mitochondrial intermediate peptidase pseudogene 3	hs|13q12.11
NM_146421	GSTM1	glutathione S-transferase mu 1	hs|1p13.3
NM_001145314	CEP44	centrosomal protein 44kDa	hs|4q34.1
NM_015060	AVL9	AVL9 homolog (S. cerevisiase)	hs|7p14.3
NR_024493	LINC00087	long intergenic non-protein coding RNA 87	hs|Xq26.3
NM_020657	ZNF304	zinc finger protein 304	hs|19q13.43
NM_015411	SUMF2	sulfatase modifying factor 2	hs|7p11.2
NM_001075	UGT2B10	UDP glucuronosyltransferase 2 family, polypeptide B10	hs|4q13.2
TCONS_00020906	XLOC_010185		hs|12q23.3
DQ875386			
ENST00000402414	TTC32	tetratricopeptide repeat domain 32	hs|2p24.1
DQ854998			
NM_003673	TCAP	titin-cap (telethonin)	hs|17q12
NM_022826	MARCH7	membrane-associated ring finger (C3HC4) 7	hs|2q24.2
A_24_P41939			hs|9q21.31
NM_006912	RIT1	Ras-like without CAAX 1	hs|1q22
BC090887	FLJ35024	uncharacterized LOC401491	hs|9p24.2
TCONS_l2_00011032	XLOC_l2_005936		hs|17p13.3
E1A_r60_a135			
NM_021184	C6orf47	chromosome 6 open reading frame 47	hs|6p21.33
DQ459424			
NM_001146190	ZNF407	zinc finger protein 407	hs|18q22.3
XR_109206	LOC100130111	uncharacterized LOC100130111	hs|15q13.1
ENST00000450544	XLOC_l2_013436		hs|7q11.21
NM_005253	FOSL2	FOS-like antigen 2	hs|2p23.2
ENST00000366253	XLOC_008945		hs|10q25.1
NM_152365	C1orf172	chromosome 1 open reading frame 172	hs|1p36.11
NM_014288	ITGB3BP	integrin beta 3 binding protein (beta3-endonexin)	hs|1p31.3
NM_033255	EPSTI1	epithelial stromal interaction 1 (breast)	hs|13q14.11
ENST00000508795	ZNF131	zinc finger protein 131	hs|5p12
TCONS_l2_00015982	XLOC_l2_008288		hs|2q22.1
NM_021008	DEAF1	deformed epidermal autoregulatory factor 1 (Drosophila)	hs|11p15.5
NM_001197296	ECM2	extracellular matrix protein 2, female organ and adipocyte specific	hs|9q22.31
NM_002637	PHKA1	phosphorylase kinase, alpha 1 (muscle)	hs|Xq13.1
NM_003536	HIST1H3H	histone cluster 1, H3h	hs|6p22.1
NM_145206	VTI1A	vesicle transport through interaction with t-SNAREs homolog 1A (yeast)	hs|10q25.2
XR_112738	LOC100506646	uncharacterized LOC100506646	hs|5q13.2
NM_198285	WDR86	WD repeat domain 86	hs|7q36.1
NM_181054	HIF1A	hypoxia inducible factor 1, alpha subunit (basic helix-loop-helix transcription factor)	hs|14q23.2
ENST00000455294	LOC100507146		hs|16p13.3
XR_132574	LOC100128356	protein transactivated by hepatitis B virus E antigen	hs|10p15.1
TCONS_00001491	XLOC_000831		hs|1p32.3
NM_005193	CDX4	caudal type homeobox 4	hs|Xq13.2
THC2754626	XLOC_012012		hs|16q23.1
NM_000775	CYP2J2	cytochrome P450, family 2, subfamily J, polypeptide 2	hs|1p32.1
ENST00000406876	RTDR1	rhabdoid tumor deletion region gene 1	hs|22q11.22
NM_016512	SPAG11B	sperm associated antigen 11B	hs|8p23.1
NM_002544	OMG	oligodendrocyte myelin glycoprotein	hs|17q11.2
NM_018146	RNMTL1	RNA methyltransferase like 1	hs|17p13.3
TCONS_l2_00023408	XLOC_l2_011620		hs|5q13.2
THC2634455	XLOC_012288		hs|17q24.2
NM_012124	CHORDC1	cysteine and histidine-rich domain (CHORD) containing 1	hs|11q14.3
NM_006346	PIBF1	progesterone immunomodulatory binding factor 1	hs|13q22.1
NR_038928	LOC339442	uncharacterized LOC339442	hs|1p34.3
NM_152528	WDSUB1	WD repeat, sterile alpha motif and U-box domain containing 1	hs|2q24.2
NM_007148	RNF112	ring finger protein 112	hs|17p11.2
NM_033284	TBL1Y	transducin (beta)-like 1, Y-linked	hs|Yp11.2
NM_002124	HLA-DRB1	major histocompatibility complex, class II, DR beta 1	hs|6p21.32
NM_014751	MTSS1	metastasis suppressor 1	hs|8q24.13
ENST00000474046	PBX1	pre-B-cell leukemia homeobox 1	hs|1q23.3
NM_001372	DNAH9	dynein, axonemal, heavy chain 9	hs|17p12
ENST00000465795	XLOC_003166		hs|3p12.3
NM_003887	ASAP2	ArfGAP with SH3 domain, ankyrin repeat and PH domain 2	hs|2p25.1
NM_005628	SLC1A5	solute carrier family 1 (neutral amino acid transporter), member 5	hs|19q13.32
NM_207386	SHISA6	shisa homolog 6 (Xenopus laevis)	hs|17p12
NM_001078166	SRSF1	serine/arginine-rich splicing factor 1	hs|17q22
NM_001100829	TMEM170B	transmembrane protein 170B	hs|6p24.2
NM_000602	SERPINE1	serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 1	hs|7q22.1
THC2713234			hs|1q32.1
AK001057			hs|12q24.32
AL162052	LOC100134040	uncharacterized LOC100134040	hs|7q36.1
BG188023	XLOC_009837		hs|12q22
ENST00000435111	XLOC_008324		hs|Yq11.221
ETG10_195139			
ENST00000489214	GNLY	granulysin	hs|2p11.2
ENST00000508169			hs|3p25.1
NM_012342	BAMBI	BMP and activin membrane-bound inhibitor homolog (Xenopus laevis)	hs|10p12.1
NM_002537	OAZ2	ornithine decarboxylase antizyme 2	hs|15q22.31
TCONS_00023686	XLOC_011485		hs|15q21.3
NM_022436	ABCG5	ATP-binding cassette, sub-family G (WHITE), member 5	hs|2p21
NM_015084	MRPS27	mitochondrial ribosomal protein S27	hs|5q13.2
NM_001127320	UBAP2L	ubiquitin associated protein 2-like	hs|1q21.3
NM_001004703	OR4C46	olfactory receptor, family 4, subfamily C, member 46	hs|11p11.12
TCONS_00004296	XLOC_002142		hs|2p14
NM_007072	HHLA2	HERV-H LTR-associating 2	hs|3q13.13
NM_002618	PEX13	peroxisomal biogenesis factor 13	hs|2p16.1
A_33_P3216192			hs|14q23.2
NM_031476	CRISPLD2	cysteine-rich secretory protein LCCL domain containing 2	hs|16q24.1
ENST00000442269			hs|6q25.2
NR_039983	LOC729737	uncharacterized LOC729737	hs|1p36.33
NM_006785	MALT1	mucosa associated lymphoid tissue lymphoma translocation gene 1	hs|18q21.32
NM_178502	DTX3	deltex homolog 3 (Drosophila)	hs|12q13.3
DQ668356			
TCONS_00010375	XLOC_004878		hs|5q13.2
ENST00000442864	XLOC_001332		hs|2p25.1
NM_024309	TNIP2	TNFAIP3 interacting protein 2	hs|4p16.3
NM_025216	WNT10A	wingless-type MMTV integration site family, member 10A	hs|2q35
TCONS_00009526	XLOC_004581		hs|5q31.3
NM_032024	C10orf11	chromosome 10 open reading frame 11	hs|10q22.3
AK095629	SEC13	SEC13 homolog (S. cerevisiae)	hs|3p25.3
TCONS_00004866	XLOC_001608		hs|2q12.1
NM_002952	RPS2	ribosomal protein S2	hs|16p13.3
NR_026945	LOC257358	uncharacterized LOC257358	hs|5q35.1
ENST00000436033	XLOC_l2_000217		hs|1p32.3
NM_000632	ITGAM	integrin, alpha M (complement component 3 receptor 3 subunit)	hs|16p11.2
NM_173672	PPIL6	peptidylprolyl isomerase (cyclophilin)-like 6	hs|6q21
NR_024184	C14orf48	chromosome 14 open reading frame 48	hs|14q32.12
NM_014969	WDR47	WD repeat domain 47	hs|1p13.3
ENST00000403506	C2orf63	chromosome 2 open reading frame 63	hs|2p16.1
BX117070	XLOC_001780		hs|2q32.1
NM_012171	TSPAN17	tetraspanin 17	hs|5q35.2
AK128830	LOC100128703	uncharacterized LOC100128703	hs|11p15.5
A_33_P3407623			hs|5q33.3
TCONS_l2_00019076	XLOC_l2_010056		hs|3q29
NM_033151	ABCC11	ATP-binding cassette, sub-family C (CFTR/MRP), member 11	hs|16q12.1
NM_153216	POU5F2	POU domain class 5, transcription factor 2	hs|5q15
TCONS_00010338	XLOC_004827		hs|5q11.2
NM_006807	CBX1	chromobox homolog 1	hs|17q21.32
ENST00000430079	XLOC_l2_015892		hs|Yq11.221
NM_001003665	C1orf95	chromosome 1 open reading frame 95	hs|1q42.12
TCONS_l2_00004338	XLOC_l2_002194		hs|11p15.5
ENST00000361335	ND4L	NADH dehydrogenase, subunit 4L (complex I)	
DQ516744			
TCONS_00004489	XLOC_002384		hs|2q24.3
NM_012261	C20orf103	chromosome 20 open reading frame 103	hs|20p12.2
DQ459430			
NM_006163	NFE2	nuclear factor (erythroid-derived 2), 45kDa	hs|12q13.13
THC2648133	P39195		hs|3q13.33
NM_147192	DMBX1	diencephalon/mesencephalon homeobox 1	hs|1p33
NR_038948	LOC100506136	uncharacterized LOC100506136	hs|7q21.3
DQ883664			
TCONS_00027419	XLOC_013407		hs|19q13.42
NM_152556	C7orf60	chromosome 7 open reading frame 60	hs|7q31.1
NM_001128202	C10orf122	chromosome 10 open reading frame 122	hs|10q26.13
NM_003115	UAP1	UDP-N-acteylglucosamine pyrophosphorylase 1	hs|1q23.3
ERCC-00144_60			
NM_032795	RPUSD4	RNA pseudouridylate synthase domain containing 4	hs|11q24.2
ENST00000448738	XLOC_005706		hs|6p21.2
TCONS_00001864	XLOC_001249		hs|1q42.2
NM_173826	C3orf23	chromosome 3 open reading frame 23	hs|3p21.31
DQ883669			
TCONS_00012335	XLOC_005882		hs|6q25.2
NM_001040424	PRDM15	PR domain containing 15	hs|21q22.3
EF011072			
DQ883646			
NM_015092	SMG1	smg-1 homolog, phosphatidylinositol 3-kinase-related kinase (C. elegans)	hs|16p12.3
NM_000553	WRN	Werner syndrome, RecQ helicase-like	hs|8p12
DQ854992			
NM_006602	TCFL5	transcription factor-like 5 (basic helix-loop-helix)	hs|20q13.33
NM_182851	CCNB1IP1	cyclin B1 interacting protein 1, E3 ubiquitin protein ligase	hs|14q11.2
THC2615013	XLOC_013037		hs|19q12
AK124016	FLJ42022	uncharacterized LOC646748	hs|15q24.1
TCONS_00026401	XLOC_012751		hs|18p11.22
EF011062			
XR_108949	HMGA1P4	high mobility group AT-hook 1 pseudogene 4	hs|9q34.11
XR_110007	LOC100506758	uncharacterized LOC100506758	hs|3p21.31
NM_144601	CMTM3	CKLF-like MARVEL transmembrane domain containing 3	hs|16q21
NM_002520	NPM1	nucleophosmin (nucleolar phosphoprotein B23, numatrin)	hs|5q35.1
NM_017421	COQ3	coenzyme Q3 homolog, methyltransferase (S. cerevisiae)	hs|6q16.2
NM_024963	FBXL18	F-box and leucine-rich repeat protein 18	hs|7p22.1
TCONS_00016284	XLOC_007658		hs|9p21.3
DQ516739			
THC2668874	XLOC_000099		hs|1p36.11
NM_198699	KRTAP10-12	keratin associated protein 10-12	hs|21q22.3
NM_001190460	KRTAP9-1	keratin associated protein 9-1	hs|17q21.2
NM_014424	HSPB7	heat shock 27kDa protein family, member 7 (cardiovascular)	hs|1p36.13
EF011072			
TCONS_00028704	XLOC_013795		hs|20q13.2
THC2530551			hs|11p13
AK001442	LOC647070	uncharacterized LOC647070	hs|1q25.3
NM_018949	UTS2R	urotensin 2 receptor	hs|17q25.3
NM_001010876	C6orf191	chromosome 6 open reading frame 191	hs|6q22.33
NM_001145121	TCP10L2	t-complex 10-like 2 (mouse)	hs|6q27
NM_001447	FAT2	FAT tumor suppressor homolog 2 (Drosophila)	hs|5q33.1
NM_001532	SLC29A2	solute carrier family 29 (nucleoside transporters), member 2	hs|11q13.2
TCONS_00003626	XLOC_001418		hs|2p22.3
NM_032750	ABHD14B	abhydrolase domain containing 14B	hs|3p21.2
NM_002552	ORC4	origin recognition complex, subunit 4	hs|2q22.3
NM_005096	ZMYM3	zinc finger, MYM-type 3	hs|Xq13.1
NM_152313	SLC36A4	solute carrier family 36 (proton/amino acid symporter), member 4	hs|11q21
NM_024624	SMC6	structural maintenance of chromosomes 6	hs|2p24.2
TCONS_l2_00010931	XLOC_l2_005869		hs|17q24.2
NM_014585	SLC40A1	solute carrier family 40 (iron-regulated transporter), member 1	hs|2q32.2
NM_033655	CNTNAP3	contactin associated protein-like 3	hs|9p13.1
NR_001279	CSTT	cystatin pseudogene	hs|20p11.21
NM_014005	PCDHA9	protocadherin alpha 9	hs|5q31.3
NM_024758	AGMAT	agmatine ureohydrolase (agmatinase)	hs|1p36.21
ENST00000423168	XLOC_001508		hs|2p14
NM_002390	ADAM11	ADAM metallopeptidase domain 11	hs|17q21.31
NM_016581	ECSIT	ECSIT homolog (Drosophila)	hs|19p13.2
NM_016095	GINS2	GINS complex subunit 2 (Psf2 homolog)	hs|16q24.1
ENST00000454295	MARVELD2	MARVEL domain containing 2	hs|5q13.2
NR_024120	DBIL5P	diazepam binding inhibitor-like 5, pseudogene	hs|17p13.3
NM_014926	SLITRK3	SLIT and NTRK-like family, member 3	hs|3q26.1
NM_006497	HIC1	hypermethylated in cancer 1	hs|17p13.3
NM_181659	NCOA3	nuclear receptor coactivator 3	hs|20q13.12
NM_012140	SLC25A10	solute carrier family 25 (mitochondrial carrier; dicarboxylate transporter), member 10	hs|17q25.3
AA346474	XLOC_003150		hs|3p14.1
NM_015187	SEL1L3	sel-1 suppressor of lin-12-like 3 (C. elegans)	hs|4p15.2
ENST00000463297	XLOC_002885		hs|3q25.2
ENST00000439041	XLOC_012323		hs|17q25.3
TCONS_00002076	XLOC_000266		hs|1p31.1
TCONS_l2_00010636	XLOC_l2_005714		hs|17p11.2
AK130833	XLOC_l2_012082		hs|5p13.3
NM_000059	BRCA2	breast cancer 2, early onset	hs|13q13.1
NM_002268	KPNA4	karyopherin alpha 4 (importin alpha 3)	hs|3q25.33
NM_024697	ZNF385D	zinc finger protein 385D	hs|3p24.3
AK057218	XLOC_l2_005298		hs|16q23.1
DQ855003			
TCONS_00022931	XLOC_010774		hs|14q12
NM_006043	HS3ST2	heparan sulfate (glucosamine) 3-O-sulfotransferase 2	hs|16p12.2
NM_001099780	PSMB11	proteasome (prosome, macropain) subunit, beta type, 11	hs|14q11.2
NM_022436	ABCG5	ATP-binding cassette, sub-family G (WHITE), member 5	hs|2p21
DQ459428			
NR_002950	SNORA2A	small nucleolar RNA, H/ACA box 2A	hs|12q13.11
NM_001142864	PIEZO1	piezo-type mechanosensitive ion channel component 1	hs|16q24.3
AK130723			hs|13q32.2
NM_006429	CCT7	chaperonin containing TCP1, subunit 7 (eta)	hs|2p13.2
NM_145205	HMGB4	high mobility group box 4	hs|1p35.1
AF251048			hs|2q21.2
NM_001311	CRIP1	cysteine-rich protein 1 (intestinal)	hs|14q32.33
A_33_P3406923			hs|1q32.1
TCONS_00003952	XLOC_001769		hs|2q31.2
NR_036513	LOC100131138	uncharacterized LOC100131138	hs|12q24.11
NM_000673	ADH7	alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide	hs|4q23
NM_198540	B3GNT8	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 8	hs|19q13.2
TCONS_00001938	XLOC_000048		hs|1p36.22
DQ459418			
NM_003292	TPR	translocated promoter region (to activated MET oncogene)	hs|1q31.1
NM_014059	C13orf15	chromosome 13 open reading frame 15	hs|13q14.11
NR_024283	LOC158376	uncharacterized LOC158376	hs|9p13.3
THC2746386	XLOC_l2_015295		hs|9q22.32
NM_000222	KIT	v-kit Hardy-Zuckerman 4 feline sarcoma viral oncogene homolog	hs|4q12
NM_207370	GPR153	G protein-coupled receptor 153	hs|1p36.31
NM_000830	GRIK1	glutamate receptor, ionotropic, kainate 1	hs|21q21.3
NM_199289	NEK5	NIMA (never in mitosis gene a)-related kinase 5	hs|13q14.3
A_33_P3280549			hs|1q22
NM_033194	HSPB9	heat shock protein, alpha-crystallin-related, B9	hs|17q21.2
NM_005551	KLK2	kallikrein-related peptidase 2	hs|19q13.33
TCONS_00021988	XLOC_010590		hs|13q14.12
TCONS_00025132	XLOC_012339		hs|17q25.3
NM_001024611	LRRC66	leucine rich repeat containing 66	hs|4q12
NM_000687	AHCY	adenosylhomocysteinase	hs|20q11.22
XR_110369	LOC100507065	uncharacterized LOC100507065	hs|12q14.3
DQ668362			
NM_005723	TSPAN5	tetraspanin 5	hs|4q23
NM_032574	DPY30	dpy-30 homolog (C. elegans)	hs|2p22.3
TCONS_00021025	XLOC_009625		hs|12p13.32
TCONS_00029564	XLOC_014196		hs|22q12.1
DQ516782			
ENST00000428487	XLOC_001849		hs|2q35
A_33_P3241184			hs|3p24.3
A_33_P3353873			hs|19p13.3
NM_002742	PRKD1	protein kinase D1	hs|14q12
NM_001855	COL15A1	collagen, type XV, alpha 1	hs|9q22.33
NM_030955	ADAMTS12	ADAM metallopeptidase with thrombospondin type 1 motif, 12	hs|5p13.3
NM_001177483	C10orf113	chromosome 10 open reading frame 113	hs|10p12.31
NM_005484	PARP2	poly (ADP-ribose) polymerase 2	hs|14q11.2
DN914066	XLOC_l2_014771		hs|9p13.1
NR_003367	PVT1		hs|8q24.21
NM_032552	DAB2IP	DAB2 interacting protein	hs|9q33.2
NR_027021	GRIK1-AS1	GRIK1 antisense RNA 1 (non-protein coding)	hs|21q21.3
TCONS_00008705	XLOC_004216		hs|4q35.2
DQ883643			
DQ668356			
A_24_P307486			hs|6p21.33
E1A_r60_a22			
NM_022343	GLIPR2	GLI pathogenesis-related 2	hs|9p13.3
ENST00000463534			hs|2q37.1
NM_022049	GPR88	G protein-coupled receptor 88	hs|1p21.2
NM_033064	ATCAY	ataxia, cerebellar, Cayman type	hs|19p13.3
NM_001004713	OR1I1	olfactory receptor, family 1, subfamily I, member 1	hs|19p13.12
NM_002834	PTPN11	protein tyrosine phosphatase, non-receptor type 11	hs|12q24.13
ENST00000428651	XLOC_l2_008321		hs|2q24.1
NM_004300	ACP1	acid phosphatase 1, soluble	hs|2p25.3
A_33_P3264013			hs|5q21.1
NM_001037163	C7orf70	chromosome 7 open reading frame 70	hs|7p22.1
EF011069			
NM_032995	ARHGEF4	Rho guanine nucleotide exchange factor (GEF) 4	hs|2q21.1
NM_145702	TIGD1	tigger transposable element derived 1	hs|2q37.1
BC027604	C16orf52	chromosome 16 open reading frame 52	hs|16p12.2
NM_016095	GINS2	GINS complex subunit 2 (Psf2 homolog)	hs|16q24.1
THC2567392	XLOC_013431		hs|20p13
NR_024101	FLJ35776	uncharacterized LOC649446	hs|18p11.31
NM_004345	CAMP	cathelicidin antimicrobial peptide	hs|3p21.31
NM_145911	ZNF23	zinc finger protein 23 (KOX 16)	hs|16q22.2
ENST00000409203	SGOL2	shugoshin-like 2 (S. pombe)	hs|2q33.1
BC034944	ZDHHC20	zinc finger, DHHC-type containing 20	hs|13q12.11
ENST00000413483	XLOC_009358		hs|11p15.5
DQ516739			
TCONS_00001179	XLOC_000440		hs|1q23.3
NM_170741	KCNJ16	potassium inwardly-rectifying channel, subfamily J, member 16	hs|17q24.3
TCONS_00013351	XLOC_005991		hs|7p21.2
NM_007202	AKAP10	A kinase (PRKA) anchor protein 10	hs|17p11.2
NM_001034954	SORBS1	sorbin and SH3 domain containing 1	hs|10q24.1
NM_033114	ZCRB1	zinc finger CCHC-type and RNA binding motif 1	hs|12q12
TCONS_00029153	XLOC_014094		hs|21q22.3
THC2579385	P39188		hs|9q34.11
NM_005856	RAMP3	receptor (G protein-coupled) activity modifying protein 3	hs|7p13
TCONS_00011982	XLOC_005493		hs|6q24.2
AL050285	ARMCX4	armadillo repeat containing, X-linked 4	hs|Xq22.1
XR_109771	LOC100506774	uncharacterized LOC100506774	hs|Xq13.2
NM_005574	LMO2	LIM domain only 2 (rhombotin-like 1)	hs|11p13
NM_194298	SLC16A9	solute carrier family 16, member 9 (monocarboxylic acid transporter 9)	hs|10q21.2
NR_038131	UNK	unkempt homolog (Drosophila)	hs|17q25.1
